0.10464	0.166679	0.10298	0.0830382	0.0819896	0.0893629	0.0761473	0.165349	0.129814	0.0	0.0	0.0	0.0	0.0	0.0	
0.274837	0.123666	0.0959601	0.148123	0.116793	0.143492	0.0971286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.207404	0.201654	0.245595	0.204796	0.140551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.190622	0.228009	0.155447	0.152136	0.140355	0.133432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.285623	0.135829	0.101095	0.0813125	0.0772345	0.190209	0.128698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.133204	0.103811	0.0889727	0.117917	0.0806667	0.0882457	0.0994457	0.163824	0.123912	0.0	0.0	0.0	0.0	0.0	0.0	
0.185658	0.247832	0.327883	0.238627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.119118	0.0841496	0.0920603	0.148595	0.131569	0.114058	0.07588	0.12531	0.109259	0.0	0.0	0.0	0.0	0.0	0.0	
0.20077	0.280659	0.193859	0.155434	0.169279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.135317	0.295312	0.156499	0.139801	0.14781	0.125261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.184574	0.161728	0.30272	0.211492	0.139485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.190609	0.21662	0.110203	0.141277	0.195826	0.145465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.111901	0.114405	0.347866	0.22509	0.200738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.11599	0.104581	0.109399	0.11025	0.0839467	0.0850182	0.208137	0.182678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.172363	0.145231	0.252982	0.155377	0.132852	0.141195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.131096	0.113933	0.126895	0.285	0.145295	0.10655	0.0912316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.358228	0.0938446	0.108991	0.118944	0.0774066	0.116551	0.126034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.152721	0.168225	0.126996	0.105049	0.169614	0.165718	0.111677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.440274	0.287478	0.272248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.282341	0.11316	0.126505	0.102602	0.200005	0.175387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.131309	0.19376	0.247559	0.141595	0.18208	0.103697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.167331	0.15521	0.184019	0.237463	0.255977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.298581	0.161348	0.125179	0.213782	0.20111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.150101	0.154558	0.185642	0.124245	0.229842	0.155612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.171719	0.180328	0.194993	0.230237	0.222723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0602368	0.0602368	0.0615577	0.128731	0.0891535	0.142334	0.0629791	0.0541424	0.0565878	0.0530504	0.0614996	0.0831477	0.0863431	0.0	0.0	
0.0703541	0.0656832	0.0974426	0.182293	0.113244	0.118493	0.10521	0.116132	0.131149	0.0	0.0	0.0	0.0	0.0	0.0	
0.390706	0.312331	0.296963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.175332	0.125395	0.160473	0.141887	0.13728	0.114661	0.144972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.23168	0.220188	0.276008	0.272124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.110659	0.231238	0.115315	0.111649	0.111602	0.113432	0.103068	0.103037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.482689	0.517311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.200039	0.191595	0.322278	0.286088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.595224	0.142059	0.134569	0.128147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0809451	0.0971396	0.090043	0.0703295	0.17413	0.117023	0.235496	0.134895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.10755	0.085251	0.121938	0.087583	0.32701	0.159803	0.110864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.109809	0.0828056	0.130005	0.0824313	0.087922	0.149519	0.097722	0.110107	0.0766936	0.0729847	0.0	0.0	0.0	0.0	0.0	
0.154971	0.308434	0.260325	0.276271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0634398	0.191148	0.0867556	0.10422	0.0884742	0.077844	0.0800223	0.107821	0.115607	0.0846692	0.0	0.0	0.0	0.0	0.0	
